2021-06-29 12:06:432 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:89 INFO  HomePage :81 - Get Email id:[[ChromeDriver: chrome on WINDOWS (c8e7b5bc0280d0b184c9a2d1e39f08b0)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:308 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (c8e7b5bc0280d0b184c9a2d1e39f08b0)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:475 INFO  HomePage :93 - Get password confirm:[[ChromeDriver: chrome on WINDOWS (c8e7b5bc0280d0b184c9a2d1e39f08b0)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-30 11:06:873 INFO  HomePage :100 - Register message:[[ChromeDriver: chrome on WINDOWS (c8e7b5bc0280d0b184c9a2d1e39f08b0)] -> xpath: //div[text()='Your registration completed']]
2021-06-30 11:06:885 INFO  HomePage :109 - Clicking on radio button:Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='ico-logout']'
2021-06-30 11:06:282 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:191 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (53b2ae752204f31e7cfcdd66144f58b5)] -> link text: Log in]
2021-06-30 11:06:226 INFO  HomePage :32 - Sign in Text:[[ChromeDriver: chrome on WINDOWS (53b2ae752204f31e7cfcdd66144f58b5)] -> xpath: //h1[text()='Welcome, Please Sign In!']]
2021-06-30 11:06:676 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:96 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (aa29492bc73a9c163cc6150cca8f9267)] -> link text: Log in]
2021-06-30 11:06:132 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (aa29492bc73a9c163cc6150cca8f9267)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:259 INFO  HomePage :45 - Get Email id:[[ChromeDriver: chrome on WINDOWS (aa29492bc73a9c163cc6150cca8f9267)] -> name: Password]
2021-06-30 11:06:492 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (aa29492bc73a9c163cc6150cca8f9267)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:509 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:591 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (c28d4da2c2c3d75357ec597e86cdd4b0)] -> link text: Log in]
2021-06-30 11:06:629 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (c28d4da2c2c3d75357ec597e86cdd4b0)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:835 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (c28d4da2c2c3d75357ec597e86cdd4b0)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:158 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (c28d4da2c2c3d75357ec597e86cdd4b0)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:195 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (c28d4da2c2c3d75357ec597e86cdd4b0)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:427 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:769 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (45a8503d29f36e86aead5fac80bb067b)] -> link text: Log in]
2021-06-30 11:06:820 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (45a8503d29f36e86aead5fac80bb067b)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:09 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (45a8503d29f36e86aead5fac80bb067b)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:327 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (45a8503d29f36e86aead5fac80bb067b)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:362 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (45a8503d29f36e86aead5fac80bb067b)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:277 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:196 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (f7e46faa47207f61fe3cbe6bac889241)] -> link text: Log in]
2021-06-30 11:06:230 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (f7e46faa47207f61fe3cbe6bac889241)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:381 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (f7e46faa47207f61fe3cbe6bac889241)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:643 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (f7e46faa47207f61fe3cbe6bac889241)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:677 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (f7e46faa47207f61fe3cbe6bac889241)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:648 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:811 INFO  HomePage :50 - Clicking on radio button:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //a[@class='ico-register']]
2021-06-30 11:06:921 INFO  HomePage :58 - Clicking on male button:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //label[contains(text(),'Male')]]
2021-06-30 11:06:971 INFO  HomePage :61 - Get first name:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //input[@id='FirstName']]
2021-06-30 11:06:126 INFO  HomePage :65 - Get last name:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //input[@id='LastName']]
2021-06-30 11:06:331 INFO  HomePage :71 - Date:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2021-06-30 11:06:361 INFO  HomePage :74 - Month:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2021-06-30 11:06:387 INFO  HomePage :74 - Month:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2021-06-30 11:06:423 INFO  HomePage :81 - Get Email id:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:601 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:741 INFO  HomePage :93 - Get password confirm:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-30 11:06:276 INFO  HomePage :100 - Register message:[[ChromeDriver: chrome on WINDOWS (cebfd14b56b6c372e39c3e7ef51ce9b5)] -> xpath: //div[text()='Your registration completed']]
2021-06-30 11:06:876 INFO  HomePage :109 - Clicking on radio button:Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='ico-logout']'
2021-06-30 11:06:975 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:207 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (80f58dab121a2d75c227cdaa35b69644)] -> link text: Log in]
2021-06-30 11:06:250 INFO  HomePage :32 - Sign in Text:[[ChromeDriver: chrome on WINDOWS (80f58dab121a2d75c227cdaa35b69644)] -> xpath: //h1[text()='Welcome, Please Sign In!']]
2021-06-30 11:06:676 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:806 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (9925c54ac61b1d52422be7d86ec3da72)] -> link text: Log in]
2021-06-30 11:06:850 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (9925c54ac61b1d52422be7d86ec3da72)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:02 INFO  HomePage :45 - Get Email id:[[ChromeDriver: chrome on WINDOWS (9925c54ac61b1d52422be7d86ec3da72)] -> name: Password]
2021-06-30 11:06:254 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (9925c54ac61b1d52422be7d86ec3da72)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:71 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:995 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (5c9b0fc3dad630a25028dde87dffe31b)] -> link text: Log in]
2021-06-30 11:06:33 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (5c9b0fc3dad630a25028dde87dffe31b)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:273 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (5c9b0fc3dad630a25028dde87dffe31b)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:546 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (5c9b0fc3dad630a25028dde87dffe31b)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:575 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (5c9b0fc3dad630a25028dde87dffe31b)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:588 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:124 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (4c267cde026e6ba988ee7c10383076bf)] -> link text: Log in]
2021-06-30 11:06:167 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (4c267cde026e6ba988ee7c10383076bf)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:307 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (4c267cde026e6ba988ee7c10383076bf)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:567 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (4c267cde026e6ba988ee7c10383076bf)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:605 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (4c267cde026e6ba988ee7c10383076bf)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:294 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:40 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (0dcfafcf2ea3f0ac7e505c41255795c0)] -> link text: Log in]
2021-06-30 11:06:85 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (0dcfafcf2ea3f0ac7e505c41255795c0)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:244 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (0dcfafcf2ea3f0ac7e505c41255795c0)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:492 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (0dcfafcf2ea3f0ac7e505c41255795c0)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:526 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (0dcfafcf2ea3f0ac7e505c41255795c0)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:196 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:520 INFO  HomePage :50 - Clicking on radio button:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //a[@class='ico-register']]
2021-06-30 11:06:644 INFO  HomePage :58 - Clicking on male button:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //label[contains(text(),'Male')]]
2021-06-30 11:06:690 INFO  HomePage :61 - Get first name:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //input[@id='FirstName']]
2021-06-30 11:06:848 INFO  HomePage :65 - Get last name:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //input[@id='LastName']]
2021-06-30 11:06:49 INFO  HomePage :71 - Date:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //select[@name='DateOfBirthDay']//option[contains(text(),'11')]]
2021-06-30 11:06:79 INFO  HomePage :74 - Month:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2021-06-30 11:06:106 INFO  HomePage :74 - Month:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //select[@name='DateOfBirthMonth']//option[contains(text(),'November')]]
2021-06-30 11:06:145 INFO  HomePage :81 - Get Email id:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:322 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:517 INFO  HomePage :93 - Get password confirm:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-30 11:06:00 INFO  HomePage :100 - Register message:[[ChromeDriver: chrome on WINDOWS (243996f536e82510ec5c5b9eddfee951)] -> xpath: //div[text()='Your registration completed']]
2021-06-30 11:06:578 INFO  HomePage :109 - Clicking on radio button:Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='ico-logout']'
2021-06-30 11:06:187 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:925 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (6ca2683a8f9af5d06825a8e48fd29971)] -> link text: Log in]
2021-06-30 11:06:972 INFO  HomePage :32 - Sign in Text:[[ChromeDriver: chrome on WINDOWS (6ca2683a8f9af5d06825a8e48fd29971)] -> xpath: //h1[text()='Welcome, Please Sign In!']]
2021-06-30 11:06:456 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:576 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (9152c9488bb5da5efb7b5fc396951984)] -> link text: Log in]
2021-06-30 11:06:622 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (9152c9488bb5da5efb7b5fc396951984)] -> xpath: //input[@id='Email']]
